Date,Name,Expense,Amount
2024-08-24,Salary Deposit,Income,131.49
2023-01-27,McDonald's,Expense,277.18
2023-10-08,Salary Deposit,Income,770.19
2024-12-19,Salary Deposit,Income,205.33
2024-08-20,Salary Deposit,Income,115.34
2024-06-11,Salary Deposit,Income,531.97
2023-07-01,Salary Deposit,Income,742.47
2022-04-11,Uber,Expense,760.06
2023-07-10,Salary Deposit,Income,818.7
2022-09-12,Electric Company,Expense,397.51
2023-01-20,Salary Deposit,Income,748.21
2024-04-28,Salary Deposit,Income,384.06
2024-04-22,Car Insurance,Expense,260.4
2022-09-28,Best Buy,Expense,204.75
2024-01-14,Costco,Expense,724.71
2022-04-19,Walgreens,Expense,39.78
2022-03-22,Salary Deposit,Income,585.03
2024-07-08,McDonald's,Expense,770.43
2022-11-06,Gym Membership,Expense,443.15
2024-11-12,Salary Deposit,Income,3.06
2024-02-16,Electric Company,Expense,462.11
2022-08-19,Phone Company,Expense,573.12
2023-07-04,Salary Deposit,Income,121.63
2024-07-26,Salary Deposit,Income,593.76
2022-09-02,Kroger,Expense,992.33
2023-10-19,Apple Store,Expense,911.68
2022-10-03,Salary Deposit,Income,494.99
2022-07-18,Salary Deposit,Income,276.93
2022-04-21,Salary Deposit,Income,981.56
2024-08-03,Costco,Expense,88.15
2023-09-25,Spotify,Expense,92.37
2022-05-10,Salary Deposit,Income,396.23
2023-01-16,Misc Income,Income,364.65
2024-08-17,Amazon,Expense,760.01
2023-09-15,Kroger,Expense,376.37
2022-01-22,Walgreens,Expense,130.69
2022-04-20,Target,Expense,380.42
2024-05-02,Netflix,Expense,927.09
2024-03-12,Costco,Expense,479.53
2024-09-05,Misc Income,Income,629.4
2024-01-23,Misc Income,Income,598.74
2023-04-08,Uber,Expense,541.07
2024-11-20,Salary Deposit,Income,628.11
2022-08-03,Salary Deposit,Income,615.39
2022-01-20,Salary Deposit,Income,305.52
2024-04-13,Salary Deposit,Income,140.14
2023-07-11,Health Insurance,Expense,207.06
2024-04-22,Internet Provider,Expense,141.46
2023-04-19,Electric Company,Expense,786.06
2022-02-26,Internet Provider,Expense,6.93
2024-12-25,Salary Deposit,Income,739.11
2023-04-18,Salary Deposit,Income,184.7
2024-04-25,Costco,Expense,613.62
2023-04-12,McDonald's,Expense,386.79
2024-02-01,Salary Deposit,Income,42.01
2022-09-05,Kroger,Expense,420.57
2022-06-10,Salary Deposit,Income,456.79
2024-08-21,Netflix,Expense,623.71
2024-05-20,Salary Deposit,Income,849.37
2023-01-15,Rent Payment,Expense,160.51
2024-04-07,Salary Deposit,Income,966.96
2024-05-20,Salary Deposit,Income,56.43
2023-01-25,Costco,Expense,254.83
2022-08-20,Misc Income,Income,348.35
2024-03-27,Salary Deposit,Income,275.8
2023-03-14,Salary Deposit,Income,284.8
2022-09-11,Salary Deposit,Income,165.35
2022-02-13,Car Insurance,Expense,342.16
2024-05-02,Spotify,Expense,24.11
2024-04-25,Salary Deposit,Income,125.07
2023-05-27,Salary Deposit,Income,374.51
2022-08-22,Salary Deposit,Income,479.74
2022-03-26,Salary Deposit,Income,638.51
2023-02-09,Salary Deposit,Income,221.03
2022-11-21,Home Depot,Expense,926.99
2024-02-22,Misc Income,Income,28.84
2022-09-06,Salary Deposit,Income,389.05
2024-09-11,Netflix,Expense,197.46
2023-05-23,Uber,Expense,42.39
2024-12-29,Costco,Expense,247.28
2024-09-16,Internet Provider,Expense,210.58
2023-06-21,Misc Income,Income,198.9
2024-01-11,Salary Deposit,Income,629.52
2024-09-14,Internet Provider,Expense,333.93
2022-06-03,Misc Income,Income,572.72
2024-05-28,Salary Deposit,Income,520.31
2022-11-03,Best Buy,Expense,44.91
2024-10-18,Netflix,Expense,188.05
2022-03-22,Spotify,Expense,590.1
2024-02-01,Salary Deposit,Income,980.9
2024-03-06,Spotify,Expense,424.55
2023-10-11,Salary Deposit,Income,418.19
2022-11-28,Best Buy,Expense,641.18
2022-05-30,Salary Deposit,Income,562.4
2023-06-26,Electric Company,Expense,787.12
2024-05-21,Water Utility,Expense,918.42
2023-06-28,Phone Company,Expense,185.3
2022-04-09,Uber,Expense,55.12
2023-12-10,Apple Store,Expense,827.3
2022-09-03,Target,Expense,30.88
2024-02-09,Rent Payment,Expense,851.23
2022-01-13,Electric Company,Expense,732.33
2022-11-17,Netflix,Expense,701.52
2024-06-12,Gym Membership,Expense,12.67
2022-11-27,Apple Store,Expense,812.76
2022-05-29,Salary Deposit,Income,296.42
2023-10-24,Misc Income,Income,884.38
2022-12-12,Salary Deposit,Income,696.19
2023-10-31,Uber,Expense,343.19
2024-09-05,Starbucks,Expense,519.39
2022-07-29,Costco,Expense,451.83
2022-12-26,Salary Deposit,Income,772.48
2024-03-11,Car Insurance,Expense,50.46
2024-06-02,Home Depot,Expense,53.26
2023-12-13,Salary Deposit,Income,914.55
2023-02-05,Home Depot,Expense,75.94
2023-02-10,Rent Payment,Expense,827.99
2024-09-25,Apple Store,Expense,529.14
2023-10-25,Uber,Expense,939.07
2022-09-10,Amazon,Expense,350.93
2022-09-18,McDonald's,Expense,754.48
2023-05-30,Salary Deposit,Income,652.62
2022-04-21,Electric Company,Expense,864.48
2023-10-20,Health Insurance,Expense,283.23
2023-09-16,Phone Company,Expense,851.97
2023-11-09,CVS Pharmacy,Expense,676.01
2024-05-13,Salary Deposit,Income,904.91
2023-08-17,Car Insurance,Expense,186.13
2024-01-24,Costco,Expense,253.92
2024-05-06,Water Utility,Expense,820.86
2024-10-27,Netflix,Expense,588.18
2023-06-27,Salary Deposit,Income,369.7
2023-10-02,CVS Pharmacy,Expense,585.48
2022-08-03,Misc Income,Income,694.04
2023-03-12,Misc Income,Income,297.17
2022-11-30,Salary Deposit,Income,358.15
2024-05-16,Salary Deposit,Income,121.13
2022-10-02,Spotify,Expense,191.13
2023-08-11,Netflix,Expense,878.49
2023-05-26,CVS Pharmacy,Expense,444.31
2024-01-10,Shell Gas,Expense,624.66
2022-08-23,McDonald's,Expense,912.49
2024-01-15,Salary Deposit,Income,674.3
2023-10-19,Salary Deposit,Income,193.19
2024-07-28,Salary Deposit,Income,935.52
2023-08-15,Apple Store,Expense,284.21
2022-04-19,Netflix,Expense,885.21
2022-01-17,CVS Pharmacy,Expense,399.8
2024-09-17,Target,Expense,981.47
2024-07-24,Salary Deposit,Income,445.06
2022-02-25,Misc Income,Income,370.04
2023-07-09,Salary Deposit,Income,412.67
2023-01-20,Misc Income,Income,798.37
2024-03-04,Salary Deposit,Income,961.32
2023-06-11,Amazon,Expense,985.2
2024-06-16,Starbucks,Expense,453.6
2022-03-24,Misc Income,Income,201.22
2024-06-16,Salary Deposit,Income,725.13
2023-05-07,Salary Deposit,Income,248.71
2022-03-26,Misc Income,Income,813.95
2022-09-30,Misc Income,Income,345.66
2022-06-21,Misc Income,Income,983.37
2022-03-02,Salary Deposit,Income,212.3
2024-10-07,Health Insurance,Expense,757.63
2023-02-26,Electric Company,Expense,210.09
2024-11-23,Amazon,Expense,404.46
2022-05-05,Misc Income,Income,83.38
2023-07-18,Walmart,Expense,488.98
2023-03-01,Target,Expense,418.73
2022-08-19,Uber,Expense,124.84
2023-03-15,Walgreens,Expense,915.13
2022-04-09,CVS Pharmacy,Expense,39.83
2022-03-05,Salary Deposit,Income,348.63
2022-12-10,Salary Deposit,Income,886.33
2022-04-30,Salary Deposit,Income,764.41
2022-06-24,Home Depot,Expense,786.83
2023-10-29,Kroger,Expense,613.17
2024-04-12,Rent Payment,Expense,112.21
2023-09-25,Salary Deposit,Income,91.46
2024-09-03,Kroger,Expense,228.3
2024-11-25,Target,Expense,629.68
2023-06-09,Spotify,Expense,534.42
2023-08-14,Salary Deposit,Income,222.5
2022-10-21,Target,Expense,155.89
2022-09-21,Shell Gas,Expense,305.97
2022-09-02,Salary Deposit,Income,934.41
2023-04-30,Salary Deposit,Income,762.3
2024-03-10,Car Insurance,Expense,687.63
2024-08-07,Phone Company,Expense,399.07
2023-01-04,Kroger,Expense,142.89
2022-07-30,Salary Deposit,Income,229.56
2023-01-04,Internet Provider,Expense,744.98
2023-02-11,Salary Deposit,Income,226.19
2024-07-27,Water Utility,Expense,851.84
2022-11-08,Car Insurance,Expense,720.04
2023-10-30,Salary Deposit,Income,176.88
2024-06-11,Gym Membership,Expense,483.62
2024-02-21,Gym Membership,Expense,272.33
2023-10-16,Salary Deposit,Income,839.35
2023-08-02,Best Buy,Expense,897.34
2023-07-20,Salary Deposit,Income,134.95
2023-05-22,Salary Deposit,Income,473.35
2024-03-04,Misc Income,Income,596.31
2024-08-31,Car Insurance,Expense,434.49
2023-04-03,Salary Deposit,Income,246.64
2023-04-02,Salary Deposit,Income,614.17
2024-01-14,Salary Deposit,Income,470.53
2022-09-16,Internet Provider,Expense,937.37
2024-06-18,Starbucks,Expense,125.26
2023-03-10,CVS Pharmacy,Expense,455.75
2023-04-14,Walgreens,Expense,961.34
2023-07-07,Health Insurance,Expense,678.11
2022-02-28,Salary Deposit,Income,742.26
2023-08-18,Salary Deposit,Income,487.04
2024-10-31,Salary Deposit,Income,774.72
2022-05-28,Salary Deposit,Income,500.15
2023-02-11,Salary Deposit,Income,839.18
2024-07-23,Rent Payment,Expense,874.79
2024-02-03,Home Depot,Expense,804.19
2023-07-16,Salary Deposit,Income,804.07
2024-04-30,Salary Deposit,Income,272.88
2024-01-29,Salary Deposit,Income,439.65
2023-11-30,Salary Deposit,Income,407.18
2022-10-26,Spotify,Expense,212.44
2024-12-15,Misc Income,Income,249.37
2024-08-07,Starbucks,Expense,775.62
2024-01-31,Kroger,Expense,828.6
2024-01-06,Health Insurance,Expense,62.88
2022-04-19,Misc Income,Income,808.39
2022-04-29,Salary Deposit,Income,980.89
2024-06-15,Uber,Expense,701.02
2022-04-14,Gym Membership,Expense,911.25
2022-03-21,Internet Provider,Expense,596.71
2022-11-22,Health Insurance,Expense,869.1
2022-01-28,Salary Deposit,Income,118.28
2023-06-17,Misc Income,Income,584.46
2022-08-26,Salary Deposit,Income,243.15
2022-06-25,Gym Membership,Expense,667.03
2023-12-12,Salary Deposit,Income,294.28
2024-11-06,McDonald's,Expense,551.74
2022-08-29,Misc Income,Income,183.14
2022-11-23,Salary Deposit,Income,373.36
2023-06-17,Health Insurance,Expense,278.37
2024-09-12,Salary Deposit,Income,69.19
2022-06-30,McDonald's,Expense,24.23
2024-01-03,McDonald's,Expense,488.87
2023-08-03,Salary Deposit,Income,937.28
2023-11-06,Phone Company,Expense,129.66
2022-11-18,Salary Deposit,Income,752.3
2024-03-22,Salary Deposit,Income,265.94
2023-10-11,CVS Pharmacy,Expense,721.94
2022-07-17,Salary Deposit,Income,715.58
2022-10-19,Best Buy,Expense,150.74
2022-07-27,Apple Store,Expense,847.67
2022-01-15,Salary Deposit,Income,525.9
2023-11-14,CVS Pharmacy,Expense,940.82
2022-08-08,Misc Income,Income,108.5
2022-08-19,Salary Deposit,Income,594.44
2023-12-01,Salary Deposit,Income,864.41
2023-09-24,Kroger,Expense,251.08
2022-08-19,Misc Income,Income,897.98
2024-03-22,Salary Deposit,Income,3.29
2024-03-10,Amazon,Expense,671.07
2022-07-28,Costco,Expense,18.96
2024-08-13,Salary Deposit,Income,814.76
2022-04-28,Starbucks,Expense,60.91
2022-08-08,Salary Deposit,Income,155.79
2023-01-24,Electric Company,Expense,486.86
2023-09-07,Salary Deposit,Income,266.66
2024-10-30,Target,Expense,264.98
2023-08-25,Salary Deposit,Income,940.1
2022-05-14,Salary Deposit,Income,985.99
2024-11-23,Salary Deposit,Income,956.49
2022-10-20,Electric Company,Expense,62.8
2023-05-21,Salary Deposit,Income,128.39
2022-10-09,Netflix,Expense,545.63
2024-06-25,Uber,Expense,696.76
2022-06-29,Misc Income,Income,169.62
2024-08-06,Salary Deposit,Income,13.9
2023-04-28,Salary Deposit,Income,258.64
2024-03-03,Salary Deposit,Income,600.91
2024-03-05,Salary Deposit,Income,421.22
2022-05-23,Salary Deposit,Income,311.8
2022-11-16,Shell Gas,Expense,917.87
2024-09-09,Netflix,Expense,169.56
2022-12-22,Car Insurance,Expense,405.48
2022-05-08,Salary Deposit,Income,467.92
2022-10-08,Misc Income,Income,21.57
2022-12-02,Amazon,Expense,597.59
2024-11-04,Health Insurance,Expense,390.28
2024-04-10,Walgreens,Expense,939.62
2023-05-17,Salary Deposit,Income,975.56
2022-05-21,Salary Deposit,Income,467.7
2023-12-02,CVS Pharmacy,Expense,459.81
2022-11-14,Salary Deposit,Income,152.68
2024-10-08,Car Insurance,Expense,503.96
2024-03-30,Salary Deposit,Income,96.05
2024-05-07,Uber,Expense,340.43
2022-11-17,Walgreens,Expense,200.32
2023-03-24,Salary Deposit,Income,849.68
2023-11-15,Salary Deposit,Income,75.65
2023-04-09,Target,Expense,363.88
2023-09-11,Salary Deposit,Income,370.48
2024-02-28,Salary Deposit,Income,342.51
2023-04-17,Kroger,Expense,359.39
2022-02-16,Salary Deposit,Income,169.72
2023-11-07,Salary Deposit,Income,928.92
2024-04-11,Salary Deposit,Income,272.31
2022-05-23,Misc Income,Income,911.22
2024-09-01,Amazon,Expense,17.5
2022-03-26,Salary Deposit,Income,97.24
2022-03-05,Salary Deposit,Income,120.13
2024-02-24,Best Buy,Expense,272.13
2022-10-23,Internet Provider,Expense,922.75
2022-05-05,Costco,Expense,21.18
2024-07-31,CVS Pharmacy,Expense,633.56
2022-02-22,Target,Expense,852.08
2024-09-24,Salary Deposit,Income,871.61
2024-06-21,Salary Deposit,Income,48.51
2023-08-18,Salary Deposit,Income,682.64
2023-07-20,Salary Deposit,Income,135.21
2023-01-15,Salary Deposit,Income,683.06
2023-07-08,Home Depot,Expense,753.24
2023-01-19,Misc Income,Income,473.31
2022-07-09,Salary Deposit,Income,894.95
2023-05-06,Salary Deposit,Income,629.75
2024-04-07,Home Depot,Expense,261.52
2023-02-26,Best Buy,Expense,61.17
2022-01-05,Target,Expense,323.13
2023-09-10,Salary Deposit,Income,144.72
2022-07-30,Water Utility,Expense,723.59
2024-12-29,Spotify,Expense,65.16
2024-05-23,Costco,Expense,742.29
2022-05-31,Salary Deposit,Income,857.63
2022-10-28,Water Utility,Expense,489.2
2023-02-05,McDonald's,Expense,473.26
2022-05-29,Home Depot,Expense,63.62
2024-04-07,Amazon,Expense,826.58
2023-12-16,Salary Deposit,Income,265.75
2023-09-19,Uber,Expense,54.9
2024-06-01,Internet Provider,Expense,97.28
2024-12-26,Salary Deposit,Income,74.94
2024-05-04,Amazon,Expense,990.63
2023-09-22,Uber,Expense,339.08
2022-07-23,Health Insurance,Expense,258.86
2022-08-18,Phone Company,Expense,422.64
2022-06-02,Kroger,Expense,180.85
2022-08-13,CVS Pharmacy,Expense,502.65
2022-09-11,CVS Pharmacy,Expense,320.44
2024-05-02,Home Depot,Expense,23.95
2024-05-26,Misc Income,Income,734.42
2022-05-06,Starbucks,Expense,73.19
2022-11-21,Car Insurance,Expense,625.96
2024-05-29,Salary Deposit,Income,808.18
2023-08-28,Salary Deposit,Income,814.69
2022-07-10,Internet Provider,Expense,19.37
2024-02-08,Salary Deposit,Income,675.48
2024-10-17,Salary Deposit,Income,136.62
2022-01-07,Misc Income,Income,158.63
2023-01-10,Home Depot,Expense,707.98
2023-10-28,Salary Deposit,Income,412.6
2023-04-05,Salary Deposit,Income,927.36
2024-11-06,Salary Deposit,Income,163.66
2024-02-08,Car Insurance,Expense,733.85
2023-12-04,Shell Gas,Expense,663.69
2022-12-21,Misc Income,Income,835.64
2024-03-27,Misc Income,Income,711.4
2023-07-25,Home Depot,Expense,246.73
2022-11-18,Misc Income,Income,88.26
2022-06-09,Salary Deposit,Income,606.47
2022-02-05,Salary Deposit,Income,208.52
2023-11-09,Home Depot,Expense,588.74
2022-10-16,Salary Deposit,Income,430.78
2022-11-20,Best Buy,Expense,727.89
2023-06-08,Costco,Expense,711.01
2023-06-17,Salary Deposit,Income,978.43
2022-12-16,Salary Deposit,Income,320.47
2024-11-04,Phone Company,Expense,334.27
2024-10-11,Uber,Expense,178.36
2023-03-23,Salary Deposit,Income,862.09
2022-02-24,Salary Deposit,Income,180.64
2022-12-28,Misc Income,Income,611.55
2023-02-20,Amazon,Expense,709.31
2024-09-02,Target,Expense,489.67
2023-09-15,Best Buy,Expense,317.1
2024-09-04,Internet Provider,Expense,390.96
2022-08-27,Salary Deposit,Income,126.88
2022-01-19,McDonald's,Expense,501.95
2022-09-07,Amazon,Expense,401.29
2022-05-21,Water Utility,Expense,447.14
2024-06-09,Shell Gas,Expense,594.53
2023-11-01,Electric Company,Expense,289.66
2024-03-02,Home Depot,Expense,24.68
2023-05-14,Salary Deposit,Income,707.51
2023-09-24,Apple Store,Expense,399.61
2023-12-20,Salary Deposit,Income,874.0
2023-01-23,Kroger,Expense,303.6
2023-09-14,Shell Gas,Expense,496.43
2024-03-08,Salary Deposit,Income,634.17
2022-12-10,Salary Deposit,Income,17.69
2023-04-10,Misc Income,Income,925.27
2022-03-18,Salary Deposit,Income,665.24
2024-08-24,Salary Deposit,Income,861.28
2023-12-04,Starbucks,Expense,414.63
2024-10-29,Misc Income,Income,101.33
2023-01-08,Salary Deposit,Income,108.33
2024-05-24,Home Depot,Expense,474.99
2022-02-27,Best Buy,Expense,471.25
2022-03-09,Salary Deposit,Income,974.7
2022-08-10,Salary Deposit,Income,269.51
2022-07-26,Salary Deposit,Income,543.64
2024-07-01,Internet Provider,Expense,420.86
2023-09-22,Uber,Expense,129.89
2022-08-26,Spotify,Expense,121.46
2022-02-24,Salary Deposit,Income,639.04
2024-05-31,Walgreens,Expense,419.21
2023-06-29,Best Buy,Expense,118.28
2023-11-07,Walmart,Expense,29.4
2023-05-05,Salary Deposit,Income,555.59
2023-10-08,Misc Income,Income,961.43
2022-05-03,Salary Deposit,Income,886.36
2022-07-20,Spotify,Expense,751.78
2024-04-06,Salary Deposit,Income,368.12
2022-02-05,Salary Deposit,Income,695.32
2024-04-16,Netflix,Expense,140.26
2024-09-12,Walgreens,Expense,677.32
2024-08-15,Salary Deposit,Income,243.14
2024-11-20,Salary Deposit,Income,672.44
2024-11-24,Misc Income,Income,539.22
2022-02-01,McDonald's,Expense,421.87
2023-05-04,Salary Deposit,Income,462.96
2022-05-14,Amazon,Expense,725.67
2022-10-08,Shell Gas,Expense,677.97
2024-06-18,Water Utility,Expense,998.82
2022-07-26,Target,Expense,714.65
2022-06-13,Water Utility,Expense,546.69
2022-09-12,Salary Deposit,Income,93.52
2024-04-30,Walmart,Expense,660.73
2023-04-05,Uber,Expense,271.45
2022-03-13,Salary Deposit,Income,174.03
2022-10-20,Electric Company,Expense,81.57
2024-03-13,Misc Income,Income,529.91
2022-05-08,Salary Deposit,Income,329.36
2024-10-04,Misc Income,Income,788.69
2023-03-20,Salary Deposit,Income,73.52
2023-08-20,Kroger,Expense,967.93
2023-04-09,Salary Deposit,Income,132.33
2022-06-02,Health Insurance,Expense,152.18
2023-07-21,Starbucks,Expense,208.58
2023-03-24,Kroger,Expense,626.78
2024-09-19,Rent Payment,Expense,94.91
2024-10-05,Salary Deposit,Income,690.21
2022-03-01,Gym Membership,Expense,648.5
2022-07-08,Salary Deposit,Income,316.39
2022-10-25,Amazon,Expense,342.18
2022-08-29,Salary Deposit,Income,136.88
2024-01-15,Misc Income,Income,17.65
2024-01-21,Walmart,Expense,602.25
2022-06-20,Salary Deposit,Income,566.44
2024-09-12,Salary Deposit,Income,755.09
2024-07-25,Salary Deposit,Income,636.66
2024-08-13,McDonald's,Expense,917.38
2024-03-05,CVS Pharmacy,Expense,952.87
2024-06-24,Salary Deposit,Income,990.96
2023-03-10,Salary Deposit,Income,896.25
2023-02-04,Walgreens,Expense,896.83
2024-02-02,Salary Deposit,Income,232.88
2022-02-12,Spotify,Expense,569.12
2022-11-09,Salary Deposit,Income,918.24
2024-06-01,Phone Company,Expense,962.57
2024-05-20,Salary Deposit,Income,819.56
2023-09-06,Phone Company,Expense,345.66
2023-01-17,Walmart,Expense,173.09
2023-04-26,Salary Deposit,Income,392.11
2022-11-16,Health Insurance,Expense,707.93
2023-04-26,Water Utility,Expense,284.67
2024-07-05,Misc Income,Income,348.87
2022-06-20,Salary Deposit,Income,334.56
2023-04-04,Salary Deposit,Income,337.54
2024-12-20,Salary Deposit,Income,845.11
2022-03-31,Salary Deposit,Income,672.06
2022-01-27,Salary Deposit,Income,470.58
2023-07-13,CVS Pharmacy,Expense,431.35
2024-07-11,Rent Payment,Expense,131.65
2024-11-16,Kroger,Expense,836.29
2024-11-03,Amazon,Expense,599.59
2022-12-20,Salary Deposit,Income,470.79
2024-11-12,Salary Deposit,Income,152.21
2024-06-02,Netflix,Expense,143.27
2022-02-06,Internet Provider,Expense,644.03
2023-08-27,Salary Deposit,Income,347.96
2022-03-07,Rent Payment,Expense,828.75
2022-03-20,Walmart,Expense,756.81
2022-01-20,Salary Deposit,Income,871.11
2024-11-11,Walmart,Expense,886.35
2024-11-03,Gym Membership,Expense,817.57
2023-01-05,Misc Income,Income,401.59
2023-10-02,Misc Income,Income,640.78
2022-04-24,Salary Deposit,Income,514.36
2023-01-09,Salary Deposit,Income,982.13
2023-12-19,Health Insurance,Expense,654.35
2022-09-28,Kroger,Expense,608.47
2024-04-21,Kroger,Expense,627.39
2023-12-22,Water Utility,Expense,960.99
2024-08-31,Car Insurance,Expense,648.18
2023-02-19,Uber,Expense,282.87
2022-04-25,Walmart,Expense,721.45
2022-12-28,Rent Payment,Expense,260.47
2024-03-18,Water Utility,Expense,811.38
2023-09-01,Walmart,Expense,379.71
2022-08-13,Salary Deposit,Income,397.39
2022-05-12,Gym Membership,Expense,848.95
2023-11-01,Salary Deposit,Income,201.26
2024-08-06,Internet Provider,Expense,394.87
2023-08-03,Salary Deposit,Income,948.54
2022-05-09,Salary Deposit,Income,788.62
2023-03-27,Salary Deposit,Income,951.23
2024-09-28,Target,Expense,468.28
2023-11-24,Gym Membership,Expense,649.97
2024-09-28,McDonald's,Expense,260.99
2022-08-25,Misc Income,Income,503.33
2023-10-02,Apple Store,Expense,411.48
2024-11-07,Car Insurance,Expense,749.03
2023-12-13,Kroger,Expense,93.97
2024-02-12,Home Depot,Expense,875.26
2023-01-12,Car Insurance,Expense,536.95
2023-08-13,Salary Deposit,Income,4.98
2023-03-31,Target,Expense,36.0
2022-04-28,Salary Deposit,Income,823.37
